K,interaction_mode,timing_mode,final_mean,final_variance,final_std,time_to_stability,stable,count_state_0,count_state_1,count_state_2,count_state_3,replicate,count_state_4,count_state_5,count_state_6,count_state_7,count_state_8,count_state_9
5,dyadic,asynchronous,2.525,0.5593749999999998,0.7479137650825795,28.0,True,0,17,75,94,28,14.0,0.0,,,,
5,dyadic,asynchronous,2.71,0.34590000000000004,0.5881326381013046,25.0,True,1,5,49,143,29,0.0,2.0,,,,
7,dyadic,asynchronous,3.555,0.8369749999999999,0.9148633777783434,39.0,True,0,0,26,68,0,77.0,27.0,2.0,0.0,,
7,dyadic,asynchronous,3.755,0.564975,0.751648188982053,36.0,True,0,0,13,48,1,114.0,25.0,0.0,0.0,,
7,dyadic,asynchronous,3.71,0.9058999999999999,0.9517877914745492,23.0,True,0,0,19,68,2,68.0,42.0,3.0,0.0,,
7,dyadic,asynchronous,3.87,0.24309999999999998,0.493051721424842,46.0,True,0,0,3,29,3,160.0,7.0,1.0,0.0,,
7,dyadic,asynchronous,3.58,0.6836000000000001,0.8268010643437755,35.0,True,1,0,11,85,4,76.0,27.0,0.0,0.0,,
7,dyadic,asynchronous,3.415,0.512775,0.7160830957368006,24.0,True,0,0,23,75,5,98.0,4.0,0.0,0.0,,
7,dyadic,asynchronous,3.69,0.28389999999999993,0.5328226721902888,53.0,True,0,0,7,48,6,145.0,0.0,0.0,0.0,,
7,dyadic,asynchronous,3.23,0.5871,0.7662245101796209,44.0,True,0,1,25,111,7,56.0,4.0,3.0,0.0,,
7,dyadic,asynchronous,3.555,0.5369749999999999,0.7327857804297241,38.0,True,0,0,13,76,8,100.0,10.0,0.0,1.0,,
7,dyadic,asynchronous,3.345,0.34597500000000003,0.5881963957727045,28.0,True,0,2,2,125,9,67.0,4.0,0.0,0.0,,
7,dyadic,asynchronous,3.19,0.4739000000000001,0.6884039511798288,50.0,True,0,0,32,98,10,70.0,0.0,0.0,0.0,,
7,dyadic,asynchronous,3.315,0.845775,0.9196602633581599,33.0,True,1,9,10,105,11,57.0,17.0,1.0,0.0,,
7,dyadic,asynchronous,3.505,1.229975,1.1090423797132372,11.0,True,2,2,36,57,12,59.0,44.0,0.0,0.0,,
7,dyadic,asynchronous,3.665,0.242775,0.49272203116970525,51.0,True,0,0,0,69,13,129.0,2.0,0.0,0.0,,
7,dyadic,asynchronous,3.46,0.5084000000000001,0.7130217387990355,23.0,True,0,0,14,89,14,91.0,3.0,3.0,0.0,,
7,dyadic,asynchronous,4.045,0.7129749999999998,0.8443784696449809,59.0,True,1,0,0,52,15,87.0,55.0,5.0,0.0,,
7,dyadic,asynchronous,3.96,1.2684,1.126232658024087,19.0,True,0,5,3,70,16,59.0,45.0,16.0,2.0,,
7,dyadic,asynchronous,3.825,0.744375,0.8627716963368699,24.0,True,0,0,17,38,17,112.0,31.0,0.0,2.0,,
7,dyadic,asynchronous,3.65,0.4775000000000001,0.6910137480542627,50.0,True,0,0,6,77,18,98.0,19.0,0.0,0.0,,
7,dyadic,asynchronous,3.255,0.4199750000000001,0.6480547816350097,31.0,True,0,4,11,115,19,70.0,0.0,0.0,0.0,,
7,dyadic,asynchronous,3.495,0.509975,0.7141253391387257,42.0,True,0,0,17,75,20,101.0,6.0,1.0,0.0,,
7,dyadic,asynchronous,3.625,0.414375,0.6437196594791866,22.0,True,1,0,1,80,21,107.0,11.0,0.0,0.0,,
7,dyadic,asynchronous,3.525,0.639375,0.7996092795859738,41.0,True,0,0,15,86,22,80.0,18.0,0.0,1.0,,
7,dyadic,asynchronous,3.41,0.3818999999999999,0.6179805822192149,39.0,True,0,0,14,90,23,96.0,0.0,0.0,0.0,,
7,dyadic,asynchronous,3.645,0.878975,0.9375366659496577,39.0,True,0,0,18,82,24,53.0,47.0,0.0,0.0,,
7,dyadic,asynchronous,3.555,1.056975,1.0280928946354995,14.0,True,0,0,36,62,25,57.0,45.0,0.0,0.0,,
7,dyadic,asynchronous,3.38,0.4156,0.6446704584514479,25.0,True,0,0,15,97,26,85.0,3.0,0.0,0.0,,
7,dyadic,asynchronous,3.65,0.6375,0.7984359711335656,31.0,True,0,0,16,63,27,96.0,25.0,0.0,0.0,,
7,dyadic,asynchronous,3.72,1.6016,1.26554336156451,14.0,True,3,4,7,88,28,54.0,25.0,12.0,7.0,,
7,dyadic,asynchronous,3.5,0.81,0.9,48.0,True,0,0,29,69,29,75.0,27.0,0.0,0.0,,
9,dyadic,asynchronous,4.505,0.6499749999999999,0.8062102703389481,45.0,True,0,0,0,17,0,88.0,72.0,23.0,0.0,0.0,0.0
9,dyadic,asynchronous,4.66,1.0344000000000002,1.0170545708072898,27.0,True,0,0,6,17,1,55.0,90.0,25.0,7.0,0.0,0.0
9,dyadic,asynchronous,4.31,1.2239,1.106300140106653,17.0,True,0,1,8,31,2,83.0,47.0,25.0,5.0,0.0,0.0
9,dyadic,asynchronous,4.72,0.5316000000000001,0.7291090453423275,36.0,True,0,0,0,11,3,56.0,111.0,22.0,0.0,0.0,0.0
9,dyadic,asynchronous,3.95,0.9275,0.9630680142129111,27.0,True,3,0,4,53,4,80.0,57.0,3.0,0.0,0.0,0.0
9,dyadic,asynchronous,4.715,0.7137749999999999,0.8448520580551366,33.0,True,0,0,0,16,5,60.0,89.0,35.0,0.0,0.0,0.0
9,dyadic,asynchronous,4.68,1.0875999999999997,1.0428806259586951,18.0,True,0,0,0,34,6,46.0,72.0,47.0,0.0,1.0,0.0
9,dyadic,asynchronous,4.35,0.5674999999999999,0.7533259586659681,40.0,True,0,0,0,19,7,107.0,59.0,15.0,0.0,0.0,0.0
9,dyadic,asynchronous,4.535,1.168775,1.0810989778924036,19.0,True,0,0,6,26,8,68.0,58.0,39.0,3.0,0.0,0.0
9,dyadic,asynchronous,4.83,0.6611,0.8130805618141416,49.0,True,0,0,1,0,9,80.0,70.0,49.0,0.0,0.0,0.0
9,dyadic,asynchronous,4.47,1.1791000000000003,1.0858637115218466,36.0,True,2,0,0,30,10,77.0,52.0,37.0,2.0,0.0,0.0
9,dyadic,asynchronous,4.675,1.379375,1.1744679646546345,23.0,True,0,0,12,11,11,67.0,58.0,45.0,6.0,1.0,0.0
9,dyadic,asynchronous,4.12,1.4856,1.2188519188154072,16.0,True,1,2,14,48,12,45.0,73.0,16.0,0.0,0.0,1.0
9,dyadic,asynchronous,5.205,1.122975,1.0597051476708037,34.0,True,0,0,3,13,13,30.0,57.0,88.0,9.0,0.0,0.0
9,dyadic,asynchronous,4.29,1.0558999999999998,1.0275699489572474,29.0,True,0,0,16,15,14,86.0,61.0,22.0,0.0,0.0,0.0
9,dyadic,asynchronous,4.035,0.8837749999999999,0.9400930804978834,24.0,True,0,0,8,57,15,59.0,72.0,4.0,0.0,0.0,0.0
9,dyadic,asynchronous,4.865,0.636775,0.7979818293670602,46.0,True,0,0,0,13,16,39.0,111.0,36.0,1.0,0.0,0.0
9,dyadic,asynchronous,4.685,0.6257750000000001,0.7910594162261139,33.0,True,0,0,0,10,17,74.0,85.0,31.0,0.0,0.0,0.0
9,dyadic,asynchronous,4.52,0.6195999999999999,0.7871467461661771,50.0,True,0,0,0,24,18,61.0,102.0,13.0,0.0,0.0,0.0
9,dyadic,asynchronous,4.37,0.3831,0.6189507250177513,59.0,True,0,0,0,11,19,108.0,77.0,4.0,0.0,0.0,0.0
9,dyadic,asynchronous,4.82,0.6776000000000001,0.8231646250902671,43.0,True,0,0,0,10,20,59.0,88.0,43.0,0.0,0.0,0.0
9,dyadic,asynchronous,4.235,0.8197749999999999,0.9054142698234879,31.0,True,0,0,1,43,21,82.0,56.0,18.0,0.0,0.0,0.0
9,dyadic,asynchronous,4.425,0.404375,0.6359048670988452,40.0,True,0,0,0,9,22,104.0,80.0,7.0,0.0,0.0,0.0
9,dyadic,asynchronous,4.625,1.404375,1.185063289449133,21.0,True,0,0,10,24,23,55.0,57.0,51.0,2.0,1.0,0.0
9,dyadic,asynchronous,4.45,1.7275,1.3143439428094916,17.0,True,1,0,13,35,24,58.0,33.0,58.0,2.0,0.0,0.0
9,dyadic,asynchronous,4.755,1.414975,1.189527217006824,14.0,True,0,0,6,20,25,56.0,70.0,34.0,11.0,3.0,0.0
9,dyadic,asynchronous,4.05,0.5375,0.733143914930759,47.0,True,0,0,0,43,26,110.0,41.0,6.0,0.0,0.0,0.0
9,dyadic,asynchronous,4.2,0.37,0.6082762530298219,44.0,True,0,0,0,19,27,124.0,55.0,2.0,0.0,0.0,0.0
9,dyadic,asynchronous,4.605,0.3989749999999999,0.6316446785970732,58.0,True,0,0,0,2,28,89.0,95.0,14.0,0.0,0.0,0.0
9,dyadic,asynchronous,4.46,2.0084,1.41718029904455,10.0,True,0,4,16,33,29,40.0,54.0,44.0,9.0,0.0,0.0
3,dyadic,partial,1.44,0.3064,0.5535341001239219,12.0,True,3,109,85,3,0,,,,,,
3,dyadic,partial,1.205,0.422975,0.6503652819762137,28.0,True,26,107,67,0,1,,,,,,
3,dyadic,partial,1.575,0.284375,0.5332682251925386,21.0,True,1,86,110,3,2,,,,,,
3,dyadic,partial,1.345,0.37597499999999995,0.6131680030790908,41.0,True,2,140,45,13,3,,,,,,
3,dyadic,partial,1.66,0.33440000000000003,0.5782732917920385,14.0,True,6,61,128,5,4,,,,,,
3,dyadic,partial,1.635,0.311775,0.5583681581179214,22.0,True,0,81,111,8,5,,,,,,
3,dyadic,partial,1.535,0.48877499999999996,0.6991244524403363,45.0,True,14,75,101,10,6,,,,,,
3,dyadic,partial,1.445,0.24697499999999994,0.49696579359147036,28.0,True,0,111,89,0,7,,,,,,
3,dyadic,partial,1.64,0.30039999999999994,0.5480875842417888,15.0,True,7,58,135,0,8,,,,,,
3,dyadic,partial,1.835,0.37777499999999997,0.6146340374564363,22.0,True,0,57,119,24,9,,,,,,
3,dyadic,partial,1.545,0.417975,0.646509860713663,17.0,True,0,108,75,17,10,,,,,,
3,dyadic,partial,1.39,0.48789999999999994,0.6984983894040129,37.0,True,14,105,70,11,11,,,,,,
3,dyadic,partial,1.41,0.2619,0.5117616632769595,32.0,True,0,120,78,2,12,,,,,,
3,dyadic,partial,1.465,0.288775,0.5373778931068899,35.0,True,2,105,91,2,13,,,,,,
3,dyadic,partial,1.505,0.30997499999999995,0.5567539851675962,21.0,True,0,105,89,6,14,,,,,,
3,dyadic,partial,1.66,0.41440000000000005,0.6437390775772432,20.0,True,13,48,133,6,15,,,,,,
3,dyadic,partial,1.605,0.428975,0.6549618309489492,14.0,True,2,92,89,17,16,,,,,,
3,dyadic,partial,1.45,0.28750000000000003,0.5361902647381804,27.0,True,1,111,85,3,17,,,,,,
3,dyadic,partial,1.33,0.22110000000000002,0.4702127178203499,14.0,True,0,134,66,0,18,,,,,,
3,dyadic,partial,1.695,0.291975,0.5403471106612859,22.0,True,1,66,126,7,19,,,,,,
3,dyadic,partial,1.69,0.25389999999999996,0.5038849074937648,31.0,True,2,60,136,2,20,,,,,,
3,dyadic,partial,1.44,0.3064,0.5535341001239219,35.0,True,6,100,94,0,21,,,,,,
3,dyadic,partial,1.84,0.24439999999999998,0.494368283772331,58.0,True,1,40,149,10,22,,,,,,
3,dyadic,partial,1.28,0.5115999999999999,0.7152621896899066,21.0,True,31,82,87,0,23,,,,,,
3,dyadic,partial,1.335,0.312775,0.5592629077634239,20.0,True,8,118,73,1,24,,,,,,
3,dyadic,partial,1.555,0.316975,0.5630053285715865,15.0,True,0,96,97,7,25,,,,,,
3,dyadic,partial,1.495,0.4999749999999999,0.7070891032960414,10.0,True,15,81,94,10,26,,,,,,
3,dyadic,partial,1.805,0.27697499999999997,0.526284143785465,29.0,True,0,51,137,12,27,,,,,,
3,dyadic,partial,1.535,0.378775,0.6154469920309953,18.0,True,3,97,90,10,28,,,,,,
3,dyadic,partial,1.605,0.23897500000000002,0.4888506929523574,40.0,True,0,79,121,0,29,,,,,,
5,dyadic,partial,2.65,0.3575,0.5979130371550699,29.0,True,0,6,65,122,0,7.0,0.0,,,,
5,dyadic,partial,2.06,0.5664,0.7525955088890712,27.0,True,5,36,101,58,1,0.0,0.0,,,,
5,dyadic,partial,2.62,0.5556,0.7453858061433689,36.0,True,0,3,99,69,2,29.0,0.0,,,,
5,dyadic,partial,2.455,0.387975,0.6228763922320383,19.0,True,0,1,120,66,3,13.0,0.0,,,,
5,dyadic,partial,2.33,0.48109999999999997,0.6936137253543935,29.0,True,2,10,118,60,4,10.0,0.0,,,,
5,dyadic,partial,2.165,0.7577749999999998,0.8705027283127835,22.0,True,1,41,100,40,5,18.0,0.0,,,,
5,dyadic,partial,2.555,0.27697499999999997,0.526284143785465,50.0,True,0,0,91,108,6,0.0,1.0,,,,
5,dyadic,partial,2.475,0.2593749999999999,0.509288719686584,60.0,True,0,0,106,93,7,1.0,0.0,,,,
5,dyadic,partial,2.485,0.33977499999999994,0.582902221646135,40.0,True,0,9,85,106,8,0.0,0.0,,,,
5,dyadic,partial,2.78,0.5316,0.7291090453423273,32.0,True,0,10,49,117,9,23.0,1.0,,,,
5,dyadic,partial,2.125,0.449375,0.6703543838895961,21.0,True,0,32,113,53,10,2.0,0.0,,,,
5,dyadic,partial,2.165,0.6477749999999998,0.8048447055177786,21.0,True,0,42,92,57,11,9.0,0.0,,,,
5,dyadic,partial,2.855,0.44397499999999995,0.6663144903121948,29.0,True,3,0,43,131,12,23.0,0.0,,,,
5,dyadic,partial,2.58,0.8636,0.9293008124391154,55.0,True,0,27,65,73,13,35.0,0.0,,,,
5,dyadic,partial,2.655,0.655975,0.8099228358306734,17.0,True,0,15,67,90,14,28.0,0.0,,,,
5,dyadic,partial,2.75,0.4475,0.6689544080129826,26.0,True,0,7,55,119,15,19.0,0.0,,,,
5,dyadic,partial,2.515,0.5097749999999999,0.7139852939661991,18.0,True,1,14,75,101,16,9.0,0.0,,,,
5,dyadic,partial,2.455,0.387975,0.6228763922320383,20.0,True,0,9,95,93,17,2.0,1.0,,,,
5,dyadic,partial,2.23,0.4871000000000001,0.6979254974565695,30.0,True,0,31,92,77,18,0.0,0.0,,,,
5,dyadic,partial,2.46,0.8184,0.9046546302318913,17.0,True,6,13,85,80,19,11.0,5.0,,,,
5,dyadic,partial,2.72,0.20159999999999997,0.44899888641287294,44.0,True,0,0,56,144,20,0.0,0.0,,,,
5,dyadic,partial,2.61,1.0279,1.0138540328863914,10.0,True,1,29,58,77,21,29.0,6.0,,,,
5,dyadic,partial,2.445,0.4769749999999999,0.6906337669126814,24.0,True,2,10,92,89,22,7.0,0.0,,,,
5,dyadic,partial,2.785,0.5987749999999998,0.7738055311252303,25.0,True,0,6,68,89,23,37.0,0.0,,,,
5,dyadic,partial,2.645,0.448975,0.6700559678116448,27.0,True,0,5,78,100,24,17.0,0.0,,,,
5,dyadic,partial,2.735,0.304775,0.5520643078482796,27.0,True,0,0,64,125,25,11.0,0.0,,,,
5,dyadic,partial,2.555,0.296975,0.5449541265097457,30.0,True,0,0,94,101,26,5.0,0.0,,,,
5,dyadic,partial,2.835,0.9477749999999999,0.9735373644601423,22.0,True,9,3,46,101,27,36.0,5.0,,,,
5,dyadic,partial,2.5,0.82,0.9055385138137416,14.0,True,3,10,103,58,28,20.0,6.0,,,,
5,dyadic,partial,2.575,0.824375,0.9079509898667438,37.0,True,0,22,77,65,29,36.0,0.0,,,,
7,dyadic,partial,3.32,0.5476000000000001,0.7400000000000001,36.0,True,0,0,15,121,0,52.0,9.0,3.0,0.0,,
7,dyadic,partial,3.495,0.729975,0.8543857442630934,33.0,True,0,0,11,110,1,54.0,19.0,6.0,0.0,,
7,dyadic,partial,3.155,0.8709749999999999,0.9332604138181368,22.0,True,0,5,37,101,2,37.0,19.0,1.0,0.0,,
7,dyadic,partial,3.245,0.6449750000000001,0.8031033557394714,32.0,True,0,0,31,104,3,50.0,15.0,0.0,0.0,,
7,dyadic,partial,3.44,1.2763999999999998,1.129778739399888,14.0,True,0,9,26,78,4,47.0,35.0,5.0,0.0,,
7,dyadic,partial,3.45,0.8075000000000001,0.8986100377805715,18.0,True,0,4,28,58,5,94.0,16.0,0.0,0.0,,
7,dyadic,partial,2.98,0.32959999999999995,0.5741080037762929,86.0,True,0,0,35,134,6,31.0,0.0,0.0,0.0,,
7,dyadic,partial,3.39,0.3778999999999999,0.6147357155721472,36.0,True,0,0,5,121,7,65.0,9.0,0.0,0.0,,
7,dyadic,partial,3.845,0.31097500000000006,0.5576513247540976,41.0,True,0,0,0,49,8,133.0,18.0,0.0,0.0,,
7,dyadic,partial,3.635,0.5417750000000001,0.7360536665216743,28.0,True,1,0,4,82,9,92.0,21.0,0.0,0.0,,
7,dyadic,partial,3.48,0.4696,0.6852736679604726,32.0,True,0,0,1,122,10,58.0,18.0,1.0,0.0,,
7,dyadic,partial,3.335,0.612775,0.7827994634643025,25.0,True,1,1,20,96,11,72.0,10.0,0.0,0.0,,
7,dyadic,partial,3.85,0.7475000000000002,0.8645808232895292,25.0,True,0,0,7,63,12,91.0,31.0,8.0,0.0,,
7,dyadic,partial,3.505,0.6499749999999999,0.8062102703389481,50.0,True,0,0,23,70,13,90.0,17.0,0.0,0.0,,
7,dyadic,partial,3.625,1.294375,1.1377060252982754,10.0,True,0,3,30,61,14,62.0,34.0,9.0,1.0,,
7,dyadic,partial,3.41,0.6319,0.794921379760288,34.0,True,0,0,25,82,15,79.0,14.0,0.0,0.0,,
7,dyadic,partial,3.19,0.6939000000000002,0.8330066026148893,28.0,True,0,2,30,114,16,36.0,18.0,0.0,0.0,,
7,dyadic,partial,3.61,1.1779000000000002,1.0853110153315502,10.0,True,0,4,27,59,17,70.0,34.0,5.0,1.0,,
7,dyadic,partial,3.29,1.6758999999999997,1.2945655641951859,10.0,True,4,11,44,46,18,59.0,31.0,5.0,0.0,,
7,dyadic,partial,3.32,0.8976,0.9474175425861608,37.0,True,0,0,40,84,19,48.0,28.0,0.0,0.0,,
7,dyadic,partial,3.21,0.3259,0.5708765190476834,42.0,True,0,0,10,144,20,40.0,6.0,0.0,0.0,,
7,dyadic,partial,3.665,0.712775,0.8442600310330935,35.0,True,0,0,14,70,21,89.0,23.0,4.0,0.0,,
7,dyadic,partial,3.585,0.622775,0.7891609468289722,27.0,True,0,3,10,73,22,95.0,19.0,0.0,0.0,,
7,dyadic,partial,3.345,0.28597500000000003,0.5347663040992766,47.0,True,0,0,6,119,23,75.0,0.0,0.0,0.0,,
7,dyadic,partial,3.75,1.0975,1.0476163419878481,10.0,True,0,6,11,64,24,73.0,38.0,8.0,0.0,,
7,dyadic,partial,3.515,0.559775,0.7481811278026197,37.0,True,0,0,2,122,25,47.0,29.0,0.0,0.0,,
7,dyadic,partial,3.57,0.8950999999999999,0.9460972465872628,27.0,True,3,0,11,84,26,74.0,24.0,4.0,0.0,,
7,dyadic,partial,3.095,0.955975,0.9777397404217546,21.0,True,0,12,38,82,27,55.0,13.0,0.0,0.0,,
7,dyadic,partial,3.7,0.89,0.9433981132056604,19.0,True,0,1,14,71,28,81.0,24.0,9.0,0.0,,
7,dyadic,partial,3.555,0.7869749999999999,0.8871161141586821,23.0,True,0,0,18,85,29,69.0,24.0,4.0,0.0,,
9,dyadic,partial,4.985,1.3047750000000002,1.1422674818097556,21.0,True,0,0,3,12,0,48.0,83.0,35.0,15.0,3.0,1.0
9,dyadic,partial,4.365,0.881775,0.9390287535533722,24.0,True,0,0,0,25,1,111.0,33.0,30.0,0.0,0.0,1.0
9,dyadic,partial,4.485,0.379775,0.6162588741754556,50.0,True,0,0,3,2,2,92.0,101.0,2.0,0.0,0.0,0.0
9,dyadic,partial,4.225,0.364375,0.6036348233824818,26.0,True,0,0,0,18,3,120.0,61.0,1.0,0.0,0.0,0.0
9,dyadic,partial,4.77,0.44709999999999994,0.6686553671361652,44.0,True,0,0,0,8,4,43.0,139.0,9.0,0.0,0.0,1.0
9,dyadic,partial,4.205,0.902975,0.9502499671139168,22.0,True,0,0,0,45,5,90.0,50.0,11.0,2.0,2.0,0.0
9,dyadic,partial,4.415,1.2427749999999997,1.114798188014315,24.0,True,0,5,11,16,6,50.0,102.0,15.0,0.0,1.0,0.0
9,dyadic,partial,5.085,0.9977750000000001,0.9988868804824699,26.0,True,0,0,0,6,7,58.0,65.0,55.0,16.0,0.0,0.0
9,dyadic,partial,4.63,0.4831,0.6950539547402057,32.0,True,0,0,0,6,8,81.0,94.0,19.0,0.0,0.0,0.0
9,dyadic,partial,4.15,0.7175,0.8470537173048708,21.0,True,0,0,5,34,9,94.0,62.0,4.0,0.0,1.0,0.0
9,dyadic,partial,4.755,0.624975,0.7905536034956769,54.0,True,0,0,4,0,10,60.0,119.0,14.0,0.0,3.0,0.0
9,dyadic,partial,4.74,1.3124,1.145600279329575,27.0,True,0,0,0,24,11,74.0,50.0,34.0,18.0,0.0,0.0
9,dyadic,partial,4.255,1.249975,1.118022808354105,13.0,True,1,0,4,46,12,73.0,48.0,23.0,5.0,0.0,0.0
9,dyadic,partial,4.295,0.7579750000000002,0.8706175968816621,26.0,True,0,0,0,39,13,79.0,66.0,16.0,0.0,0.0,0.0
9,dyadic,partial,4.635,0.9917749999999999,0.9958790087154161,34.0,True,0,0,0,36,14,41.0,83.0,40.0,0.0,0.0,0.0
9,dyadic,partial,4.6,0.66,0.812403840463596,43.0,True,0,0,7,1,15,74.0,103.0,14.0,0.0,1.0,0.0
9,dyadic,partial,4.35,1.1975,1.0943034314119644,34.0,True,0,0,0,57,16,56.0,47.0,40.0,0.0,0.0,0.0
9,dyadic,partial,4.46,1.0184,1.009158064923429,33.0,True,0,0,12,8,17,89.0,58.0,33.0,0.0,0.0,0.0
9,dyadic,partial,4.185,1.5107749999999998,1.229135875320544,12.0,True,1,1,15,38,18,65.0,52.0,25.0,2.0,1.0,0.0
9,dyadic,partial,4.26,0.9824,0.9911609354691094,34.0,True,0,0,11,24,19,89.0,54.0,22.0,0.0,0.0,0.0
9,dyadic,partial,4.005,0.944975,0.9720982460636374,47.0,True,0,1,12,46,20,71.0,68.0,0.0,2.0,0.0,0.0
9,dyadic,partial,4.31,0.6039000000000001,0.7771100308193172,24.0,True,0,0,0,26,21,98.0,65.0,10.0,1.0,0.0,0.0
9,dyadic,partial,4.735,1.1947750000000001,1.0930576380045107,13.0,True,0,1,5,15,22,62.0,65.0,46.0,6.0,0.0,0.0
9,dyadic,partial,3.76,0.39239999999999997,0.626418390534633,46.0,True,0,0,0,69,23,110.0,21.0,0.0,0.0,0.0,0.0
9,dyadic,partial,4.835,0.24777500000000002,0.49777002722140673,43.0,True,0,0,0,0,24,44.0,145.0,11.0,0.0,0.0,0.0
9,dyadic,partial,4.435,1.355775,1.1643775161003411,28.0,True,0,0,10,36,25,52.0,65.0,33.0,4.0,0.0,0.0
9,dyadic,partial,4.42,1.1136000000000001,1.0552724766618335,23.0,True,0,0,2,39,26,71.0,52.0,33.0,3.0,0.0,0.0
